"Index","Open","High","Low","Close","Volume","Adjusted"
2012-02-17,381.470001,385.339996,380,384.700012,577900,384.700012
2012-02-21,382.799988,387,380.140015,383.579987,687400,383.579987
2012-02-22,383,386.730011,381.119995,384.950012,403500,384.950012
2012-02-23,383.649994,387.75,383.5,386.799988,332200,386.799988
2012-02-24,387.76001,387.98999,384.850006,387.420013,311200,387.420013
2012-02-27,385.940002,390.410004,385.209991,388.890015,344600,388.890015
2012-02-28,389.600006,392.350006,387.51001,391.959991,356600,391.959991
2012-02-29,390.899994,392,387.339996,390.220001,355100,390.220001
2012-03-01,391.850006,394.75,388,394.100006,387700,394.100006
2012-03-02,393.5,394.790009,391.980011,394.390015,303000,394.390015
2012-03-05,394.290009,396.640015,391.579987,392.980011,376800,392.980011
2012-03-06,388.399994,389.48999,386.440002,387.299988,531600,387.299988
2012-03-07,389.480011,393.480011,387.089996,392.100006,299400,392.100006
2012-03-08,393,399.559998,392.230011,398.179993,345800,398.179993
2012-03-09,399.100006,400,396.51001,398.119995,362400,398.119995
2012-03-12,398.980011,401.369995,395.660004,397.519989,367000,397.519989
2012-03-13,400.070007,400.070007,396.440002,400.049988,307200,400.049988
2012-03-14,400.880005,401.519989,397.649994,400,271600,400
2012-03-15,400.75,408.309998,399.589996,407.079987,554500,407.079987
2012-03-16,409.769989,410.950012,405.529999,410.910004,531700,410.910004
2012-03-19,410.290009,414.230011,407.149994,413.920013,376700,413.920013
2012-03-20,411,414.450012,409.269989,412.869995,358500,412.869995
2012-03-21,413.25,417.179993,412.970001,416.109985,398700,416.109985
2012-03-22,414.450012,418.809998,413.529999,418.130005,477000,418.130005
2012-03-23,416.709991,417.570007,411.970001,415.51001,459900,415.51001
2012-03-26,417.48999,425.579987,417,424.700012,444600,424.700012
2012-03-27,424.820007,426.570007,421,421.369995,527500,421.369995
2012-03-28,422.23999,424.399994,416.720001,420.089996,364300,420.089996
2012-03-29,419.109985,421.029999,415,420.619995,342000,420.619995
2012-03-30,424.839996,424.839996,418,418,348400,418
2012-04-02,417,421.410004,413.540009,418.399994,381300,418.399994
2012-04-03,417.579987,422.429993,417.579987,422.26001,482800,422.26001
2012-04-04,419.230011,420.910004,411.119995,417.040009,678900,417.040009
2012-04-05,415.089996,424.98999,414.970001,424.980011,539400,424.980011
2012-04-09,420.5,427.130005,420.5,426.309998,461700,426.309998
2012-04-10,425.079987,428.950012,414.589996,416.619995,750100,416.619995
2012-04-11,421.399994,426.660004,421,422.660004,698000,422.660004
2012-04-12,423.970001,433.529999,423.049988,433.220001,807900,433.220001
2012-04-13,433.799988,442.399994,429.019989,440.399994,948600,440.399994
2012-04-16,439.470001,441.779999,428.76001,432.119995,832400,432.119995
2012-04-17,434.950012,434.950012,429.040009,432.429993,627300,432.429993
2012-04-18,432.25,440.929993,431.98999,438.109985,500800,438.109985
2012-04-19,439.230011,439.420013,428.26001,430.779999,838600,430.779999
2012-04-20,429.480011,433.299988,416.01001,419.26001,2031300,419.26001
2012-04-23,413.899994,417.660004,406.380005,417.23999,1340800,417.23999
2012-04-24,411.959991,414,401.029999,402.859985,1207800,402.859985
2012-04-25,405.5,413.649994,405.029999,412.98999,583200,412.98999
2012-04-26,412.179993,418.48999,410.029999,414.73999,591800,414.73999
2012-04-27,415,421,412.25,419.410004,588200,419.410004
2012-04-30,418.470001,419.390015,412.779999,414.149994,325300,414.149994
2012-05-01,415.410004,424.149994,414.589996,419.890015,501400,419.890015
2012-05-02,417.920013,424.410004,416.109985,422.799988,467400,422.799988
2012-05-03,423.299988,423.640015,413.369995,414.73999,505000,414.73999
2012-05-04,412.76001,413.040009,406.299988,407.880005,713300,407.880005
2012-05-07,405.640015,410.600006,403.25,407.059998,395000,407.059998
2012-05-08,405.25,405.799988,392.100006,403.429993,809200,403.429993
2012-05-09,396,405.730011,396,401.779999,635700,401.779999
2012-05-10,404.25,409.5,402.670013,407.51001,560700,407.51001
2012-05-11,404.329987,413.290009,403.679993,408.25,467000,408.25
2012-05-14,405.799988,407.220001,399.01001,399.920013,470300,399.920013
2012-05-15,400.019989,407,399.890015,403.029999,457900,403.029999
2012-05-16,405.100006,409.329987,402.51001,404.529999,421500,404.529999
2012-05-17,406.23999,407,394.5,394.5,633700,394.5
2012-05-18,394.420013,399.899994,390,392.130005,574100,392.130005
2012-05-21,391.5,395.380005,384.48999,393.329987,676200,393.329987
2012-05-22,401.350006,405.730011,391.589996,395.559998,1147700,395.559998
2012-05-23,394.910004,406.410004,390.559998,405.950012,698000,405.950012
2012-05-24,408.040009,408.630005,397.690002,401.609985,571700,401.609985
2012-05-25,401.899994,404.179993,398.630005,400.420013,370300,400.420013
2012-05-29,403.579987,417.899994,403.579987,417.730011,866800,417.730011
2012-05-30,413.950012,415.970001,410.209991,412.600006,424400,412.600006
2012-05-31,412.440002,413.809998,407.359985,413.070007,384000,413.070007
2012-06-01,404.869995,408.940002,394,397.140015,657000,397.140015
2012-06-04,396.160004,397.959991,387.869995,397.089996,486100,397.089996
2012-06-05,394.100006,403.359985,392.679993,401.839996,465300,401.839996
2012-06-06,405.649994,412.790009,405.649994,411.209991,485600,411.209991
2012-06-07,414.98999,414.98999,403.309998,404.059998,490600,404.059998
2012-06-08,401.329987,408.190002,399.459991,407.339996,511200,407.339996
2012-06-11,410.299988,410.98999,398.309998,398.350006,477000,398.350006
2012-06-12,399.420013,402.730011,395.5,400.190002,432500,400.190002
2012-06-13,397.269989,402.950012,394.25,395.799988,412200,395.799988
2012-06-14,397.600006,400.910004,393.649994,398.25,533800,398.25
2012-06-15,399.700012,404.410004,396.410004,402.450012,801700,402.450012
2012-06-18,401.079987,414.459991,399,414.459991,521600,414.459991
2012-06-19,416.859985,419.429993,414.890015,416.540009,375500,416.540009
2012-06-20,416.25,419.690002,413.01001,417.5,440600,417.5
2012-06-21,417.75,418,410.01001,410.059998,371000,410.059998
2012-06-22,412.5,415.75,410.5,415.480011,345100,415.480011
2012-06-25,412.01001,413.790009,409.109985,411.850006,312900,411.850006
2012-06-26,412.820007,416.73999,411.359985,415.410004,283200,415.410004
2012-06-27,414.98999,414.98999,390.660004,391.779999,1975400,391.779999
2012-06-28,387.970001,387.970001,370.190002,376.950012,1657800,376.950012
2012-06-29,382.01001,382.929993,373,379.950012,1099100,379.950012
2012-07-02,386.029999,386.029999,376.26001,383.459991,872400,383.459991
2012-07-03,381.899994,382.850006,378.040009,380.369995,311900,380.369995
2012-07-05,379,386.690002,379,382.859985,453500,382.859985
2012-07-06,378.690002,384.5,378.5,383.48999,417800,383.48999
2012-07-09,382.140015,392.660004,381.98999,386.700012,747400,386.700012
2012-07-10,388.589996,391,378.170013,379.890015,652300,379.890015
2012-07-11,380.579987,382.609985,375.380005,380.470001,423200,380.470001
2012-07-12,378.019989,384.769989,377.190002,383.529999,512200,383.529999
2012-07-13,383.339996,394.160004,382.859985,392.369995,780100,392.369995
2012-07-16,390.440002,398.540009,390.440002,394.339996,571100,394.339996
2012-07-17,400,402,394.109985,398.910004,630600,398.910004
2012-07-18,396.559998,399.440002,393.029999,398.059998,381700,398.059998
2012-07-19,397.23999,404.589996,396.980011,403.859985,1334300,403.859985
2012-07-20,328.450012,335.799988,307.200012,316.980011,9795100,316.980011
2012-07-23,308.109985,312.829987,301.100006,306.01001,1817200,306.01001
2012-07-24,302.440002,304.779999,292.329987,294.309998,1925500,294.309998
2012-07-25,297.540009,300.549988,294.880005,296.480011,932700,296.480011
2012-07-26,300,302.869995,289.640015,289.859985,1145100,289.859985
2012-07-27,290.75,297.119995,287.029999,296.079987,1311700,296.079987
2012-07-30,296.279999,298.790009,290.029999,291.130005,926300,291.130005
2012-07-31,291.630005,294.98999,289.140015,292.329987,658300,292.329987
2012-08-01,292.869995,293.880005,280.410004,280.670013,777400,280.670013
2012-08-02,278.23999,286.98999,277.26001,283.769989,911800,283.769989
2012-08-03,288.73999,298.670013,288.25,297.649994,1370800,297.649994
2012-08-06,299.5,299.980011,291.809998,291.809998,700800,291.809998
2012-08-07,294.459991,307.279999,293.25,304.410004,969800,304.410004
2012-08-08,301.5,303.549988,297.480011,298.049988,572300,298.049988
2012-08-09,298.76001,301.75,296.470001,297.200012,386600,297.200012
2012-08-10,296.290009,300.079987,290.640015,295.390015,579700,295.390015
2012-08-13,297.350006,297.980011,291.769989,292.769989,377100,292.769989
2012-08-14,292.940002,298.459991,292.76001,296.829987,568500,296.829987
2012-08-15,296.51001,300,293.029999,297.980011,650800,297.980011
2012-08-16,298.839996,304.230011,298.089996,299.790009,705500,299.790009
2012-08-17,301.5,302.089996,297.5,299.100006,731400,299.100006
2012-08-20,297.579987,300.279999,295,299,590000,299
2012-08-21,299.51001,302,296.170013,296.970001,557200,296.970001
2012-08-22,296.829987,298.809998,296.459991,297,312800,297
2012-08-23,297.299988,298.160004,291.929993,291.98999,538300,291.98999
2012-08-24,293.170013,296.820007,291,295,631300,295
2012-08-27,294.390015,296.820007,292.920013,292.950012,404700,292.950012
2012-08-28,291.940002,295.730011,290.26001,294.070007,279800,294.070007
2012-08-29,294.890015,296.899994,292.390015,293.23999,336500,293.23999
2012-08-30,292.73999,293.309998,289.200012,290.029999,427100,290.029999
2012-08-31,291.75,292.820007,286.48999,288.640015,510100,288.640015
2012-09-04,289.730011,289.73999,283.679993,285.98999,455800,285.98999
2012-09-05,287.48999,292.839996,286.540009,288.570007,603100,288.570007
2012-09-06,290.769989,303,290.769989,302.329987,943500,302.329987
2012-09-07,303.25,326.48999,303.25,326.350006,2143700,326.350006
2012-09-10,326.609985,337.519989,322.429993,332.809998,1538300,332.809998
2012-09-11,333.559998,340.390015,330.01001,332.51001,1175300,332.51001
2012-09-12,333.799988,339.5,331.559998,337.890015,831500,337.890015
2012-09-13,334.329987,343.890015,334.329987,340.799988,740700,340.799988
2012-09-14,341.820007,343.940002,335.079987,336.450012,879200,336.450012
2012-09-17,338,351.799988,338,346.820007,1103800,346.820007
2012-09-18,346.059998,347.970001,340.25,341.540009,594900,341.540009
2012-09-19,343.809998,346.049988,341.559998,343.25,470600,343.25
2012-09-20,342.480011,342.480011,336.399994,338.890015,562900,338.890015
2012-09-21,342.369995,342.970001,335.519989,336.399994,653000,336.399994
2012-09-24,336.899994,337.829987,332.540009,333.019989,393700,333.019989
2012-09-25,335.709991,336.890015,322.549988,323.470001,787800,323.470001
2012-09-26,321.690002,321.690002,312.709991,318.809998,916700,318.809998
2012-09-27,319.25,323.799988,315.529999,320.309998,691500,320.309998
2012-09-28,319.459991,320.859985,312.230011,317.540009,673700,317.540009
2012-10-01,319.579987,322.920013,314.570007,316.130005,522500,316.130005
2012-10-02,319.869995,319.869995,290.149994,302.959991,3392800,302.959991
2012-10-03,302.380005,305,298.01001,300.670013,941600,300.670013
2012-10-04,302.399994,302.399994,293.730011,294.01001,1083200,294.01001
2012-10-05,294.829987,295.98999,278.01001,280.929993,2418200,280.929993
2012-10-08,281.619995,291.809998,279.640015,286.559998,1312000,286.559998
2012-10-09,284.940002,289.899994,280.570007,286.73999,1106900,286.73999
2012-10-10,288.429993,292.149994,284.160004,286.619995,717300,286.619995
2012-10-11,283.149994,290.329987,280.75,286.359985,1196900,286.359985
2012-10-12,285.720001,291.5,285.410004,290.470001,927300,290.470001
2012-10-15,289,297,286.450012,295.140015,1001400,295.140015
2012-10-16,295.140015,296.309998,290.049988,291.899994,738900,291.899994
2012-10-17,288.299988,292.869995,288.299988,290,673300,290
2012-10-18,293.570007,293.570007,283.109985,285.929993,2097200,285.929993
2012-10-19,251.949997,252.860001,239.539993,243,6349100,243
2012-10-22,244.199997,244.199997,234.080002,237.5,2035300,237.5
2012-10-23,234.449997,243,233.820007,236.240005,1810600,236.240005
2012-10-24,238.009995,243.419998,235.139999,242.820007,1839900,242.820007
2012-10-25,245.100006,248.690002,243.399994,248.009995,1653400,248.009995
2012-10-26,249.479996,252.429993,245.520004,251.520004,1209100,251.520004
2012-10-31,253.5,255.550003,250.089996,254.529999,741300,254.529999
2012-11-01,251.559998,263.380005,251.559998,263.25,1096400,263.25
2012-11-02,264.220001,268.269989,261.929993,262.320007,769500,262.320007
2012-11-05,262.640015,266.119995,259.820007,265.200012,475500,265.200012
2012-11-06,271.25,281.320007,271.25,279.690002,1282200,279.690002
2012-11-07,275.970001,284.570007,272.579987,272.859985,1061800,272.859985
2012-11-08,273.529999,274.609985,260,261.359985,1181800,261.359985
2012-11-09,260,264.899994,258,259.519989,903400,259.519989
2012-11-12,260.850006,264.970001,258.850006,263.559998,611900,263.559998
2012-11-13,262.070007,266.320007,261.589996,262.130005,534600,262.130005
2012-11-14,263.890015,264.720001,255.630005,256.540009,590100,256.540009
2012-11-15,255.559998,260.890015,253.389999,260.299988,620400,260.299988
2012-11-16,259.149994,264.440002,257.859985,262.76001,675600,262.76001
2012-11-19,266.309998,270.859985,265.140015,270.26001,589000,270.26001
2012-11-20,270.179993,275.26001,266.690002,268.459991,699200,268.459991
2012-11-21,272.299988,278,271.679993,275.459991,637600,275.459991
2012-11-23,277.179993,278.100006,273.769989,274.339996,206300,274.339996
2012-11-26,273.720001,274.170013,266.609985,270.670013,600200,270.670013
2012-11-27,270.130005,274.100006,261.339996,261.589996,1090400,261.589996
2012-11-28,260.309998,268.420013,257.23999,266.51001,774300,266.51001
2012-11-29,267.600006,268.470001,263.820007,266.799988,477600,266.799988
2012-11-30,264.079987,267.730011,260.140015,263.779999,523100,263.779999
2012-12-03,265.049988,267,261.730011,263.75,375700,263.75
2012-12-04,261.839996,271.540009,260.01001,271.51001,890500,271.51001
2012-12-05,271.200012,271.839996,263.970001,264.970001,570200,264.970001
2012-12-06,264.75,270.190002,263.089996,266.51001,419600,266.51001
2012-12-07,268.200012,272.980011,267.079987,268.609985,342700,268.609985
2012-12-10,271.100006,274.200012,266.970001,272.920013,454700,272.920013
2012-12-11,273.630005,277.73999,273.01001,274.049988,526100,274.049988
2012-12-12,275.559998,278.309998,274.359985,275.51001,694200,275.51001
2012-12-13,275.839996,281,274.01001,277.649994,714300,277.649994
2012-12-14,275.910004,280.329987,274.410004,277.25,316700,277.25
2012-12-17,278.399994,287.209991,278.119995,286.679993,671200,286.679993
2012-12-18,287.950012,295.329987,287.579987,293.459991,824800,293.459991
2012-12-19,293.940002,296.869995,287.76001,288.890015,533200,288.890015
2012-12-20,287.01001,289.859985,284.619995,288.790009,402100,288.790009
2012-12-21,285.640015,293.179993,280.549988,292.519989,783700,292.519989
2012-12-24,292.029999,294.98999,290.220001,294.079987,232400,294.079987
2012-12-26,294.079987,294.980011,287.23999,289.029999,415000,289.029999
2012-12-27,289.630005,296.269989,289.630005,295.320007,546500,295.320007
2012-12-28,293.019989,294.880005,289.459991,290.529999,450500,290.529999
2012-12-31,289.51001,298.200012,289.309998,297.459991,499700,297.459991
2013-01-02,304.26001,306.730011,298.309998,301.059998,491400,301.059998
2013-01-03,297,305.079987,295.130005,300.950012,473000,300.950012
2013-01-04,301.440002,304.279999,300.130005,300.179993,368100,300.179993
2013-01-07,299.959991,301,295.350006,299.589996,385900,299.589996
2013-01-08,300.350006,301.5,295.429993,297.76001,368900,297.76001
2013-01-09,298.450012,299.570007,292.179993,294.029999,442400,294.029999
2013-01-10,296,298.410004,291.700012,298.410004,438100,298.410004
2013-01-11,298.959991,302.190002,296,300,471300,300
2013-01-14,299.970001,301.98999,294.529999,295.970001,288600,295.970001
2013-01-15,292.200012,298.799988,290.609985,297.320007,219300,297.320007
2013-01-16,267.140015,283.369995,266.019989,280.940002,3028800,280.940002
2013-01-17,281.679993,293.820007,281.679993,290.329987,1930500,290.329987
2013-01-18,290.480011,296.339996,290.01001,295.019989,785700,295.019989
2013-01-22,294.589996,296.529999,290.649994,294.230011,720100,294.230011
2013-01-23,292.790009,297.119995,291.040009,293.73999,398400,293.73999
2013-01-24,293.48999,300.5,292.869995,299.619995,389800,299.619995
2013-01-25,299.980011,305.98999,298.950012,303.480011,797900,303.480011
2013-01-28,309.5,314.98999,307.609985,311.690002,680300,311.690002
2013-01-29,312.600006,312.970001,307.269989,310.01001,406100,310.01001
2013-01-30,311.059998,311.779999,307.179993,308.359985,381500,308.359985
2013-01-31,307.779999,309,302.5,307.01001,448300,307.01001
2013-02-01,308.5,313.920013,308.100006,312.709991,535900,312.709991
2013-02-04,311.070007,313.540009,309.549988,310.190002,628500,310.190002
2013-02-05,309.470001,311.799988,303.5,305.01001,1280400,305.01001
2013-02-06,305,324.720001,304,322.459991,1938600,322.459991
2013-02-07,321.459991,322.790009,314.440002,318.450012,793400,318.450012
2013-02-08,316.769989,321.48999,316.730011,320.720001,403300,320.720001
2013-02-11,320.970001,325.640015,320.109985,323.559998,453300,323.559998
2013-02-12,322.390015,326.98999,322.049988,322.51001,353600,322.51001
2013-02-13,321.630005,322.480011,316.160004,317.01001,605700,317.01001
2013-02-14,316.279999,319.079987,314.440002,317.720001,483900,317.720001
2013-02-15,319.029999,319.029999,310.779999,314.190002,678300,314.190002
2013-02-19,314.399994,317.579987,311.320007,313.049988,530600,313.049988
2013-02-20,312.809998,315.089996,308,309.48999,588200,309.48999
2013-02-21,307.170013,313.730011,307.170013,308.130005,639200,308.130005
2013-02-22,310.769989,315.709991,310.5,315.51001,600300,315.51001
2013-02-25,316.51001,318.320007,311.179993,311.209991,512800,311.209991
2013-02-26,312.720001,316.660004,309.019989,311.809998,415200,311.809998
2013-02-27,312.480011,318.709991,311.959991,316.209991,330600,316.209991
2013-02-28,315.290009,319.880005,313.600006,316.790009,306400,316.790009
2013-03-01,316.75,319.820007,314.5,319.73999,300800,319.73999
2013-03-04,318.679993,322.429993,317.549988,321.76001,307300,321.76001
2013-03-05,323.299988,332.48999,322.5,329.23999,520300,329.23999
2013-03-06,331.380005,334.890015,328.100006,329,341500,329
2013-03-07,331.380005,331.380005,325.079987,327.5,330600,327.5
2013-03-08,328.269989,328.880005,320.630005,321.839996,477800,321.839996
2013-03-11,320.079987,327.119995,319.390015,322.420013,363800,322.420013
2013-03-12,322.420013,323.980011,317,318.450012,306400,318.450012
2013-03-13,319.410004,322.380005,319.329987,322.380005,358500,322.380005
2013-03-14,321.609985,324.209991,319.529999,322.660004,298700,322.660004
2013-03-15,320.950012,323.980011,318.540009,321.350006,311000,321.350006
2013-03-18,317.359985,321.850006,317.25,320.149994,184800,320.149994
2013-03-19,320.100006,324.529999,315.5,317.230011,408300,317.230011
2013-03-20,319.75,323.700012,318.25,322.420013,298900,322.420013
2013-03-21,321.98999,322.519989,318.329987,319.420013,425500,319.420013
2013-03-22,320.279999,320.679993,317.440002,318.230011,283500,318.230011
2013-03-25,318.700012,321.700012,316.040009,316.769989,315500,316.769989
2013-03-26,318.640015,320.290009,316.350006,318.5,313800,318.5
2013-03-27,318.48999,320.850006,316.339996,320.589996,215200,320.589996
2013-03-28,320.170013,325.929993,319.019989,325.869995,387400,325.869995
2013-04-01,327.420013,328.470001,320,321.059998,421700,321.059998
2013-04-02,321.910004,323.600006,321.640015,323.089996,240800,323.089996
2013-04-03,327.049988,330,321.869995,323.790009,413000,323.790009
2013-04-04,323.630005,326.339996,321.859985,323.160004,415500,323.160004
2013-04-05,318.109985,328.779999,316.869995,328,470000,328
2013-04-08,327.01001,337.920013,326.799988,337.5,730200,337.5
2013-04-09,337.179993,337.220001,330.549988,332.670013,521400,332.670013
2013-04-10,334.179993,350,334.179993,343.549988,947700,343.549988
2013-04-11,340,344.23999,330.5,331.329987,1458400,331.329987
2013-04-12,329.769989,342,327.279999,341.910004,782400,341.910004
2013-04-15,349,349.880005,337.029999,337.170013,892200,337.170013
2013-04-16,341.029999,343.890015,337.670013,342.170013,447900,342.170013
2013-04-17,339.589996,343.779999,337.429993,339.940002,340200,339.940002
2013-04-18,341.5,341.5,328.359985,328.359985,1012900,328.359985
2013-04-19,344.910004,366.730011,343.309998,366.25,2747400,366.25
2013-04-22,367,372.98999,362.660004,362.829987,989000,362.829987
2013-04-23,363.630005,365.75,358.140015,361.269989,713700,361.269989
2013-04-24,358.709991,365.649994,358.709991,362.790009,419200,362.790009
2013-04-25,363.299988,365.859985,361.140015,362.850006,302300,362.850006
2013-04-26,362.01001,364.220001,359.459991,361.730011,339800,361.730011
2013-04-29,362.179993,367,359.519989,363.589996,276200,363.589996
2013-04-30,365.48999,365.51001,360.709991,363.190002,373700,363.190002
2013-05-01,360.950012,364.829987,358.5,362.179993,277900,362.179993
2013-05-02,361.679993,369.320007,361.619995,365.200012,363100,365.200012
2013-05-03,368.25,369.5,365.649994,367.350006,233900,367.350006
2013-05-06,367.450012,376.269989,367.450012,373.980011,496900,373.980011
2013-05-07,372.570007,374.149994,359,361.089996,1009800,361.089996
2013-05-08,361.809998,366.5,359.089996,366.329987,525600,366.329987
2013-05-09,363.950012,372.980011,363.649994,367.450012,834300,367.450012
2013-05-10,366.929993,371.269989,366.040009,370.01001,326500,370.01001
2013-05-13,369.880005,370.600006,366.119995,367.51001,326500,367.51001
2013-05-14,368,376.190002,367.98999,375.649994,496400,375.649994
2013-05-15,375.269989,378.399994,372.809998,374.970001,485300,374.970001
2013-05-16,374.929993,375.76001,370.649994,372.079987,384500,372.079987
2013-05-17,371.920013,375.5,371.920013,375.160004,288400,375.160004
2013-05-20,374.799988,379.140015,374.459991,376.869995,302100,376.869995
2013-05-21,376.51001,378.76001,373.779999,377.429993,281900,377.429993
2013-05-22,377.329987,379.149994,369.700012,371.049988,349000,371.049988
2013-05-23,367.529999,370.230011,362.799988,368.450012,378300,368.450012
2013-05-24,366.640015,369.269989,363.549988,368.269989,270900,368.269989
2013-05-28,371.579987,374,370.119995,370.609985,400600,370.609985
2013-05-29,368.98999,371.480011,366.230011,369.790009,201900,369.790009
2013-05-30,370.929993,373.420013,369.220001,369.850006,195500,369.850006
2013-05-31,366.209991,370.76001,361,361,322100,361
2013-06-03,361.01001,363.279999,354.529999,358.839996,472100,358.839996
2013-06-04,356.049988,363.350006,355.049988,358.420013,426000,358.420013
2013-06-05,358.640015,359.450012,350.660004,353.029999,288100,353.029999
2013-06-06,354.420013,359.440002,351.679993,359.029999,230000,359.029999
2013-06-07,361,365.799988,354.25,365.799988,560400,365.799988
2013-06-10,366.450012,369.109985,363.540009,364.570007,355500,364.570007
2013-06-11,361.459991,367.700012,361.459991,364.75,248800,364.75
2013-06-12,368.609985,368.609985,362.339996,364.190002,388400,364.190002
2013-06-13,369.5,372.559998,365.440002,371.429993,309600,371.429993
2013-06-14,369.440002,372.540009,365.25,368.119995,304500,368.119995
2013-06-17,370.5,372.109985,365,367.679993,257200,367.679993
2013-06-18,369.019989,372.660004,368.790009,372.660004,266600,372.660004
2013-06-19,371.790009,372.5,366,366.869995,282500,366.869995
2013-06-20,363.619995,368.140015,360.070007,360.859985,438000,360.859985
2013-06-21,363.26001,363.26001,355.920013,361.640015,691200,361.640015
2013-06-24,357.720001,360.75,352.269989,358.160004,452500,358.160004
2013-06-25,361.059998,363.980011,357.059998,358.959991,294800,358.959991
2013-06-26,364,365.690002,362.269989,363.670013,346400,363.670013
2013-06-27,364.950012,366.959991,361.190002,364.149994,336600,364.149994
2013-06-28,363.160004,368.390015,360.98999,364.350006,460300,364.350006
2013-07-01,366.450012,369.23999,362.299988,363.73999,355000,363.73999
2013-07-02,364.670013,371.769989,364.670013,371.529999,444400,371.529999
2013-07-03,374.98999,386.809998,374.75,384.470001,692000,384.470001
2013-07-05,386,386.779999,383.01001,386.329987,379000,386.329987
2013-07-08,387.390015,388.209991,383.920013,386.029999,345400,386.029999
2013-07-09,387.850006,389.839996,385.670013,386.329987,294900,386.329987
2013-07-10,385.73999,385.73999,379.880005,382.029999,378500,382.029999
2013-07-11,382.5,386.5,380.5,383.130005,282300,383.130005
2013-07-12,384.209991,387.48999,383.290009,386.269989,340400,386.269989
2013-07-15,385.420013,386.579987,383.140015,384.190002,337700,384.190002
2013-07-16,383,383.299988,374.440002,379.130005,560000,379.130005
2013-07-17,379.790009,379.970001,372.130005,375.769989,478100,375.769989
2013-07-18,375.98999,377.399994,372.75,376.75,971600,376.75
2013-07-19,399.049988,410.119995,395.019989,408.970001,2270100,408.970001
2013-07-22,405.320007,407.98999,400.799988,401.799988,577700,401.799988
2013-07-23,401.339996,404.839996,396.48999,397.410004,392200,397.410004
2013-07-24,396.75,402.890015,396.75,400.119995,452100,400.119995
2013-07-25,400.410004,404.720001,395.869995,404.25,533000,404.25
2013-07-26,402.829987,407.690002,402.829987,405.869995,339400,405.869995
2013-07-29,404.459991,408.350006,402.049988,404.440002,193300,404.440002
2013-07-30,406.290009,409.73999,405.269989,407.380005,257200,407.380005
2013-07-31,407.890015,414.899994,406.700012,412.269989,483000,412.269989
2013-08-01,414.899994,418.230011,412.630005,413.809998,274700,413.809998
2013-08-02,414.600006,414.73999,411.01001,412.089996,246200,412.089996
2013-08-05,411.48999,413.019989,410.440002,412.299988,199200,412.299988
2013-08-06,411.609985,412.890015,405.26001,405.890015,320100,405.890015
2013-08-07,404.649994,407.890015,403.779999,404.48999,208500,404.48999
2013-08-08,404.920013,411.279999,404.920013,407.899994,196100,407.899994
2013-08-09,405.790009,409.25,405.470001,405.73999,231500,405.73999
2013-08-12,403.5,407.570007,401.73999,402.970001,192900,402.970001
2013-08-13,401.940002,406.970001,400.170013,406.339996,169100,406.339996
2013-08-14,405.23999,406.190002,402,404.640015,101200,404.640015
2013-08-15,401.940002,404.670013,397.01001,401.480011,269400,401.480011
2013-08-16,401.329987,404.950012,400.339996,401.940002,171200,401.940002
2013-08-19,401.600006,407.26001,400.369995,403.600006,172200,403.600006
2013-08-20,407.369995,412.200012,405.660004,407.549988,273400,407.549988
